ID,Name,Team,Bonk Points Won
33566,bludmoneyy,$FP x Coinbase wen?,17604.0
19121,Crypto.Doro,$FP x Coinbase wen?,1633.0
42316,David Marr,$FP x Coinbase wen?,61791.0
63536,His Dudeness,$FP x Coinbase wen?,39182.0
40498,jahke,$FP x Coinbase wen?,10412.0
30494,Lapsus,$FP x Coinbase wen?,0.0
60717,OddlyAugmented,$FP x Coinbase wen?,19957.0
5175,Relicz,$FP x Coinbase wen?,2806.0
41737,Saltimbanco,$FP x Coinbase wen?,0.0
60427,Semente Cripto,$FP x Coinbase wen?,114.0
8761,Seth Roller,$FP x Coinbase wen?,482.0
19346,Shugs,$FP x Coinbase wen?,1269.0
14992,taylorr,$FP x Coinbase wen?,791.0
25652,tofu167,$FP x Coinbase wen?,4949.0
64875,17764,FRENEMIES,0.0
8070,44huntereth,FRENEMIES,80.0
7647,abnormality,FRENEMIES,527.0
15491,Bcat,FRENEMIES,1350.0
7573,brocninbuck,FRENEMIES,1062.0
41681,Celinho,FRENEMIES,210.0
14616,Choyna,FRENEMIES,2414.0
7826,chuck,FRENEMIES,0.0
15510,Cincinnatus,FRENEMIES,3671.0
7760,cryptomozart,FRENEMIES,6325.0
31922,Dirt&Soul,FRENEMIES,483.0
67481,Ducktaari,FRENEMIES,3386.0
4835,Eben,FRENEMIES,0.0
66402,EINSTEIN,FRENEMIES,1309.0
18594,Froomy,FRENEMIES,15087.0
67244,gloGG,FRENEMIES,0.0
65967,i420spit710fire,FRENEMIES,548.0
26084,jguest,FRENEMIES,0.0
41756,KidQuick,FRENEMIES,0.0
48523,KoreanAppalachian,FRENEMIES,12669.0
21735,Lavel,FRENEMIES,0.0
13689,Lite_God,FRENEMIES,0.0
15161,LuckyShot27,FRENEMIES,4710.0
61087,marcuswithu,FRENEMIES,0.0
20211,maxfromtheblock,FRENEMIES,0.0
64470,mikey92557,FRENEMIES,1011.0
67683,MindOverMana,FRENEMIES,0.0
49436,Mr.Nobody,FRENEMIES,0.0
25989,Mun1a,FRENEMIES,0.0
35268,Nikza,FRENEMIES,1145.0
7852,noobcoin,FRENEMIES,0.0
55958,Rayzo973,FRENEMIES,3674.0
30135,Sargent.eth,FRENEMIES,0.0
19428,selwheezie,FRENEMIES,0.0
28653,Sennas,FRENEMIES,32629.0
62963,SmokinToken,FRENEMIES,128.0
64875,Tugz,FRENEMIES,0.0
11169,uk3,FRENEMIES,2774.0
15953,What do you mean?,FRENEMIES,4070.0
42192,xyz_6969,FRENEMIES,882.0
33355,Zaampaarstin,FRENEMIES,13266.0
